time,max_spot_return,min_spot_return,max_futures_return,min_futures_return
2025-05-27T12:05:07.088000Z,0,0,1.475637790355755,0
2025-05-27T12:05:08.069000Z,0,0,0,0
2025-05-27T12:05:08.072000Z,15.834040356637047,-4.5294984354971035,6.895889305980063,-3.0537977605282762
2025-05-27T12:05:08.079999Z,18.070933311626902,6.7804274266825,7.451901708765973,-1.0165988001586967
2025-05-27T12:05:08.114000Z,0,0,0,0
2025-05-27T12:05:08.223000Z,2.2596316896539292,-9.043636157866075,7.0019314638614105,-1.3557790100993117
2025-05-27T12:05:11.028000Z,4.513144610061026,-1.1286044817593321,36.6659204401909,-19.851123144203342
2025-05-27T12:05:11.029999Z,19.162492478179693,0,1.1258852284523613,-26.156185288082057
2025-05-27T12:05:11.039999Z,2.2502250319966777,-2.2507314972353143,6.195961557953211,0
2025-05-27T12:05:11.059000Z,0,-1.1264432566093774,2.591213547393778,0
2025-05-27T12:05:11.062000Z,1.1260627228804054,0,1.2392671677741163,-1.2392988818010764
2025-05-27T12:05:11.071000Z,2.244903980486157,-7.881679163372901,16.32021020937291,-1.5772388355017597
2025-05-27T12:05:11.081000Z,1.1246696294797687,0,0,-2.137268915936019
2025-05-27T12:05:11.959000Z,4.502983302479002,-1.1260627228804054,4.505671590244731,0
2025-05-27T12:05:11.960000Z,-1.1258091765364853,-1.1258091765364853,-2.477868145041029,-4.843678812362917
2025-05-27T12:05:12.134000Z,0,0,0,0
2025-05-27T12:05:12.153000Z,0,-3.374388424117747,0.45017669442426467,0
2025-05-27T12:05:14.413000Z,0,-7.89844892966407,0.11292608423474348,-1.4681551527573333
2025-05-27T12:05:20.749000Z,0,0,0,0
2025-05-27T12:05:24.634000Z,0,0,0,0
2025-05-27T12:05:25.114000Z,3.398470720901159,-9.068239116092336,0,-0.1131125752928952
2025-05-27T12:05:27.137000Z,0,0,0,0
2025-05-27T12:05:29.154000Z,6.793478522140184,-5.664759682439957,5.892818864361438,-2.380776938113449
2025-05-27T12:05:36.279000Z,0,0,0,0
2025-05-27T12:05:38.460000Z,2.269632329308102,-1.135009365045292,0,-0.4545196296446008
2025-05-27T12:05:48.844000Z,4.530011402494871,-3.398855751295393,4.194131677865975,0
2025-05-27T12:05:53.203000Z,0,-1.1316697799701458,1.4721786572025053,0
2025-05-27T12:05:59.413000Z,0,0,0,0
2025-05-27T12:06:01.434000Z,0,0,0,0
2025-05-27T12:06:36.075000Z,0,0,0,0
2025-05-27T12:06:41.914000Z,0,0,0,0
2025-05-27T12:06:41.966000Z,0,0,0,-2.031740305428187
2025-05-27T12:06:41.970000Z,0,-5.63793215587971,1.2411777664578239,-3.7244578805006867
2025-05-27T12:07:02.361000Z,0,-2.261931699307773,1.6969381619880153,-4.073826850805595
2025-05-27T12:07:31.006000Z,0,0,0,0
2025-05-27T12:08:54.920000Z,4.50704232981991,-2.2542831475069747,0.22574382591677988,-0.6772620555217657
2025-05-27T12:09:39.996000Z,0,-10.133424275342584,8.33867607895833,-0.11271987420347074
2025-05-27T12:09:42.788000Z,0,-2.2492127850126664,2.0253392512481483,0
2025-05-27T12:09:52.650000Z,3.370975929444242,-1.1239112121996797,3.936631531518131,-1.0125272125316442
2025-05-27T12:10:25.959000Z,0,0,1.1325797914540914,0
2025-05-27T12:10:25.960000Z,-1.1312857074097238,-2.2626994100383158,-0.11325220700353356,-1.0193160398186407
2025-05-27T12:10:32.663000Z,0,-1.1321822825571815,2.9473111667055463,0
2025-05-27T12:11:49.621000Z,4.537720224169206,0,0.34092652468675766,-1.7050162642462396
2025-05-27T12:11:52.029000Z,0,0,0,0
2025-05-27T12:12:11.489000Z,0,0,2.3886573015952095,0
2025-05-27T12:12:12.357000Z,5.69119587383593,0,6.607277358692265,0
2025-05-27T12:13:41.548000Z,1.1400558639707015,0,0.11410380022613964,-0.22821150643448362
2025-05-27T12:13:41.552000Z,1.1403158687306458,0,8.676492958095139,0
2025-05-27T12:13:47.861000Z,0,0,0,0
2025-05-27T12:14:07.420000Z,0,-1.1427918417128424,0,-3.6609084037753092
2025-05-27T12:14:08.427000Z,0,0,0,0
2025-05-27T12:14:20.450000Z,0,0,0,0
2025-05-27T12:18:14.094000Z,0,0,0,0
2025-05-27T12:18:14.969000Z,0,0,0,0
2025-05-27T12:18:14.970000Z,15.959354217489619,0,7.528426198515348,0
2025-05-27T12:18:39.742000Z,1.1464603050637123,-1.1465917572595075,0,0
2025-05-27T12:19:49.164000Z,0,-1.1469862947732778,0.6888396498849758,0
2025-05-27T12:21:53.716000Z,0,0,0,-1.1393804061654578
2025-05-27T12:28:15.594000Z,0,-2.2644927632997636,0,-0.45322184083929073
2025-05-27T12:28:25.788000Z,0,-1.1342369433142707,2.2692975486826583,0
2025-05-27T12:31:11.410000Z,0,0,0,0
2025-05-27T12:34:47.430000Z,3.4362293448486625,-5.72967413829506,5.616400035308722,-2.6373576123095432
2025-05-27T12:36:32.683000Z,0,0,0,0
2025-05-27T12:36:40.055000Z,1.1502846967337277,0,0,-0.11510460130814693
2025-05-27T12:36:54.861000Z,0,0,0,0
2025-05-27T12:37:04.910000Z,0,0,0.22973190287878253,0
2025-05-27T12:37:37.934000Z,1.144754165292028,0,1.0309101227345963,0
2025-05-27T12:37:50.736000Z,3.432690691069773,0,0,-0.11452326826422166
2025-05-27T12:39:53.413000Z,0,0,0,-0.9200161009337293
2025-05-27T12:41:43.298000Z,0,0,0,0
2025-05-27T12:43:15.637000Z,0,0,0.4599022708484668,0
2025-05-27T12:43:16.963000Z,0,0,0,0
2025-05-27T12:44:11.068000Z,0,-11.579436217417083,10.991237042077273,-9.149290410137567
2025-05-27T12:44:11.069999Z,2.3145469377672256,-9.26354860130818,-8.80139026127047,-11.466372983619522
2025-05-27T12:44:11.318000Z,0,0,0.8095059127288806,0
2025-05-27T12:44:13.028000Z,0,0,0,0
2025-05-27T12:44:13.035000Z,1.1557353378943702,0,1.7344348965497858,-1.387764544844572
2025-05-27T12:44:21.795000Z,2.31026915663346,-1.155334759528337,0.9244386930395976,-0.8089539651834343
2025-05-27T12:44:28.782000Z,0,-1.1557353378943702,5.200658867328123,-0.23120318136449214
2025-05-27T12:46:10.884000Z,18.300359676741706,-4.58032757349347,15.346560343969529,-3.3243728418286267
2025-05-27T12:46:10.890000Z,12.567839414887594,4.571951159761944,11.666210491414475,0.45775494097011205
2025-05-27T12:46:11.019000Z,0,-4.561003499818916,0,0
2025-05-27T12:46:11.019999Z,4.561003499818916,3.420947635848215,-1.0263486515338371,-1.0263486515338371
2025-05-27T12:46:13.039000Z,0,0,0,-0.2280865816750577
2025-05-27T12:46:24.038000Z,0,-2.2872827181119604,2.173403272092145,0
2025-05-27T12:46:38.569000Z,1.1421392280119846,0,0,-3.4257525571357306
2025-05-27T12:46:38.569999Z,4.567252876834793,3.4256352033557036,2.05524029908144,2.05524029908144
2025-05-27T12:46:45.114000Z,3.4112229564975394,0,2.614780344929457,-1.705659952393468
2025-05-27T12:46:52.822000Z,0,0,0,0
2025-05-27T12:46:58.016000Z,0,0,0,-3.634092368653974
2025-05-27T12:47:00.025000Z,0,0,0.6814774433605564,0
2025-05-27T12:47:05.670000Z,0,0,0,0
2025-05-27T12:47:23.374000Z,0,0,1.1382521013025837,-0.7968535671976085
2025-05-27T12:47:40.410000Z,1.1351382042956715,-4.541841794893919,0,-0.9091528974147778
2025-05-27T12:50:33.914000Z,0,0,0,0
2025-05-27T12:53:04.788000Z,2.2688599076303717,-1.134623022718273,1.1345844029486685,-0.45386980752848416
2025-05-27T12:53:27.742000Z,0,0,0.22738383529397055,-1.0232912466356936
2025-05-27T12:53:46.400000Z,7.9495773875892795,-2.272469047390757,2.7271177942989056,-0.4545919469789439
2025-05-27T12:56:04.456000Z,0,0,0,0
2025-05-27T12:58:34.657000Z,10.175816356610135,-1.1312857074097238,14.693917102630571,-1.131196127994727
2025-05-27T12:58:34.660000Z,23.716765309718113,3.3915550604923794,11.175518877433177,-9.718173748325398
2025-05-27T12:58:34.746000Z,0,0,0,0
2025-05-27T12:58:37.025000Z,0,0,0,0
2025-05-27T12:59:09.877000Z,0,0,0,0
2025-05-27T12:59:38.249000Z,1.1277135619502943,0,0.789822572415666,0
2025-05-27T12:59:38.250000Z,1.1275864025028781,-1.1277135619502943,0.11282670382417592,-0.33848774959821526
2025-05-27T12:59:47.036000Z,3.376667261529853,0,0.6755767739274887,0
2025-05-27T12:59:48.973000Z,19.04543018334426,0,11.428777385629196,-7.514960171066676
2025-05-27T12:59:48.980000Z,8.949547526526658,-6.71742076312043,4.701457538405229,-2.015587214567738
2025-05-27T12:59:51.035000Z,12.261050413040486,-2.230897945669774,35.118854764184526,-3.351094163592805
2025-05-27T12:59:51.039999Z,3.340696076685745,-2.228412265488089,7.014926491755169,-4.231215454981729
2025-05-27T12:59:51.091000Z,4.445926493152896,-5.560189189672826,3.115056874980482,-6.344365692778631
2025-05-27T12:59:51.157000Z,0,0,0,0
2025-05-27T12:59:51.440000Z,5.553396044319925,0,3.1106618183818213,-0.11111296299493034
2025-05-27T12:59:51.536000Z,1.1119141613713523,0,0,0
2025-05-27T12:59:51.584000Z,0,0,0,0
2025-05-27T12:59:51.861000Z,0,0,1.0030034389130194,0
2025-05-27T12:59:52.029000Z,0,0,0,-0.22282136411977405
2025-05-27T12:59:53.769000Z,0,0,0.1115953107655443,-1.1160216073369256
2025-05-27T12:59:54.028000Z,8.923592337835018,-5.581291655740728,20.267944619876133,-10.260986847203668
2025-05-27T12:59:54.029999Z,30.081912273107747,8.922597067533289,33.18710309266226,-3.1239192051524256
2025-05-27T13:00:06.834000Z,1.1207621194131434,-1.120887744261445,1.45742361396195,0
2025-05-27T13:00:40.634000Z,2.25149162270899,-1.1259359354331977,0,-0.5635930183611748
2025-05-27T13:00:41.953000Z,0,0,0,0
2025-05-27T13:00:43.743000Z,4.50907458885208,-1.1275864025028781,0.4512788114086064,-2.4823975574284063
2025-05-27T13:01:08.012000Z,0,0,0,0
2025-05-27T13:02:04.440000Z,0,0,0,0
2025-05-27T13:02:12.328000Z,0,0,0.11244736058291238,0
2025-05-27T13:02:55.851000Z,0,0,0,0
2025-05-27T13:03:02.819000Z,2.2550456742287395,0,2.2577440717252983,0
2025-05-27T13:03:02.819999Z,-2.2552999644531724,-5.6392038938746225,-1.6932602637931282,-4.403073190375473
2025-05-27T13:03:39.009000Z,0,0,0,0
2025-05-27T13:07:50.671000Z,0,0,0,0
2025-05-27T13:08:42.838000Z,0,0,0,0
2025-05-27T13:08:42.963000Z,0,0,0,0
2025-05-27T13:08:43.786000Z,0,0,0,0
2025-05-27T13:08:43.861000Z,0,0,0,0
2025-05-27T13:08:44.664000Z,0,0,0,0
2025-05-27T13:08:44.821000Z,0,0,0,0
2025-05-27T13:08:44.858000Z,0,0,0,0
2025-05-27T13:08:45.170000Z,0,0,0,0
2025-05-27T13:08:45.736000Z,0,0,0,0
2025-05-27T13:08:45.749000Z,1.1213905254248147,0,1.2321547601956695,0
2025-05-27T13:08:45.805000Z,0,0,0,0
2025-05-27T13:08:45.857000Z,0,0,0,0
2025-05-27T13:08:45.881000Z,0,0,0,0
2025-05-27T13:08:46.065000Z,0,0,0,0
2025-05-27T13:08:46.424000Z,0,0,2.578981316680995,0
2025-05-27T13:08:46.473000Z,0,0,0,0
2025-05-27T13:08:46.558000Z,0,0,0,0
2025-05-27T13:08:46.674000Z,0,0,0,0
2025-05-27T13:08:46.720000Z,0,0,0,0
2025-05-27T13:08:47.999000Z,0,0,0,0
2025-05-27T13:08:49.006000Z,0,0,0,0
2025-05-27T13:08:53.341000Z,0,0,0,0
2025-05-27T13:08:53.397000Z,0,0,0,0
2025-05-27T13:08:54.752000Z,0,0,0,0
2025-05-27T13:08:55.423000Z,0,0,5.926787575152304,0
2025-05-27T13:08:55.509000Z,0,0,0,0
2025-05-27T13:08:57.269000Z,0,0,0,0
2025-05-27T13:09:29.959000Z,0,0,0,0
2025-05-27T13:09:43.210000Z,0,0,0,0
2025-05-27T13:09:50.104000Z,1.1167569390169163,0,0,-1.787629607905572
2025-05-27T13:10:17.542000Z,0,-1.1147650644183216,0,-1.5617330806794172
2025-05-27T13:10:22.582000Z,0,0,0,0
2025-05-27T13:11:12.194000Z,4.4722719886758355,0,3.468589717399162,0
2025-05-27T13:13:05.661000Z,0,0,0,0
2025-05-27T13:13:05.693000Z,0,0,0,0
2025-05-27T13:13:06.081000Z,2.242906816625201,0,0,-2.4666165993814104
2025-05-27T13:13:06.749000Z,1.1220196365213653,0,0,0
2025-05-27T13:13:06.750000Z,-2.2441651799764983,-2.2441651799764983,-4.380078574510726,-4.941765883335059
2025-05-27T13:13:50.828000Z,1.1259359354331977,0,0.5632311445769034,-1.0138960089367544
2025-05-27T13:20:28.815000Z,0,0,1.6682515094634809,-5.1177073788410965
2025-05-27T13:20:29.561000Z,0,0,0,0
2025-05-27T13:20:29.960000Z,0,0,0,-2.2171474272170144
2025-05-27T13:20:30.183000Z,0,0,0,0
2025-05-27T13:20:31.032000Z,28.786556636877236,-4.436065282904522,0,-62.30067125270189
2025-05-27T13:20:31.039999Z,22.099454079591574,0,12.389070184202211,-13.734744411189048
2025-05-27T13:20:31.049999Z,2.2084805743460834,-9.94762338656141,1.32664116761827,-7.188240639455223
2025-05-27T13:20:31.059999Z,2.209944760376281,-8.847602938195642,0.9954375785925507,-4.204608442330837
2025-05-27T13:20:31.069999Z,13.266756932877044,-1.1065006926891385,7.191578418788147,-4.312824728356368
2025-05-27T13:20:31.079999Z,22.08152416642406,1.1052777021447469,19.008839461531757,4.645144248893729
2025-05-27T13:20:31.091000Z,1.0902028641934791,-18.748886636346107,0.8818698850587836,-3.6405963700403277
2025-05-27T13:20:31.099999Z,12.115206063620931,4.408198038765576,15.424958000300748,-5.9573061500373115
2025-05-27T13:20:31.111999Z,0,-6.604293030365582,0.5504758865404469,-1.8718447084209444
2025-05-27T13:20:31.121000Z,1.1011396806770435,0,0.11013276504989733,-0.8811057883351125
2025-05-27T13:20:31.130000Z,-8.812514339866517,-8.812514339866517,-3.0844477981428753,-3.6353421753076987
2025-05-27T13:20:31.148000Z,0,0,-0.2203686768043056,-1.3222849102456635
2025-05-27T13:20:31.150000Z,6.607929755859665,4.405771632010058,0,0
2025-05-27T13:20:31.414000Z,0,0,0,0
2025-05-27T13:20:31.516000Z,0,-6.63325481607302,1.6584573068145758,-2.543084057249345
2025-05-27T13:20:31.519999Z,3.316199665603925,3.316199665603925,7.296284746116655,4.091148522347154
2025-05-27T13:20:32.401000Z,0,0,0.5536393483973612,0
2025-05-27T13:20:33.028000Z,8.842710866905357,0,1.6531567064870245,-22.178707609987747
2025-05-27T13:20:33.029999Z,48.53307563072118,9.94640077579767,26.14524780119254,-0.5523244576188802
2025-05-27T13:20:34.368000Z,0,-1.1066231406209326,0.7751465861449702,-0.7752066760247089
2025-05-27T13:20:34.740000Z,0,0,0,0
2025-05-27T13:20:34.944000Z,0,0,0,-0.776473180681414
2025-05-27T13:20:35.012000Z,0,0,0,0
2025-05-27T13:20:35.046000Z,0,0,3.6655466795698644,0
2025-05-27T13:20:44.088000Z,0,-1.108831846785563,0,0
2025-05-27T13:20:49.029000Z,0,-1.1071132034556896,0,-2.2162383876711544
2025-05-27T13:20:49.266000Z,0,0,0,0
2025-05-27T13:21:17.736000Z,0,0,1.5529156021587553,-0.6656090880285959
2025-05-27T13:21:21.048000Z,0,0,0.3328580859873753,0
2025-05-27T13:22:01.647000Z,4.436557304359212,-7.768714668507926,5.216513156800495,-1.110247586351143
2025-05-27T13:22:08.361000Z,0,0,0,0
2025-05-27T13:23:53.203000Z,0,0,0,0
2025-05-27T13:24:09.407000Z,0,0,0,0
2025-05-27T13:24:25.697000Z,0,-6.675567671137195,0,-1.3364517226710504
2025-05-27T13:24:41.239000Z,1.112161486993557,-1.1122851910672082,0.890521512246778,0
2025-05-27T13:24:41.240999Z,0,0,0.5566533999079581,0.22266507833546
2025-05-27T13:27:01.223000Z,0,0,0,-2.789229130937265
2025-05-27T13:31:20.479000Z,0,0,0,0
2025-05-27T13:31:21.828000Z,0,0,0.22482014389257898,-2.023608775876262
2025-05-27T13:31:23.039000Z,0,0,0,0
2025-05-27T13:31:24.154000Z,0,0,0,0
2025-05-27T13:31:48.341000Z,0,0,0,0
2025-05-27T13:31:48.716000Z,0,0,0,0
2025-05-27T13:33:22.545000Z,0,0,0,0
2025-05-27T13:35:10.851000Z,0,0,0,0
2025-05-27T13:38:30.318000Z,1.1197581334165818,0,1.7924359252141642,0
2025-05-27T13:39:59.042000Z,0,-1.1176306242433043,0.3354072683059428,-0.11180492277329535
2025-05-27T13:40:22.930000Z,1.1170064239474087,0,0,0
2025-05-27T13:43:46.311000Z,1.1207621194175843,0,2.1304389345422337,0
2025-05-27T13:44:43.148000Z,0,0,0,0
2025-05-27T13:45:31.578000Z,0,0,0,0
2025-05-27T13:45:31.581000Z,1.1255557443368147,0,5.514091571208191,0
2025-05-27T13:47:16.262000Z,0,0,0,0
2025-05-27T13:49:11.209000Z,0,-3.380853134133943,0.6761477610828237,-2.9305020385095304
2025-05-27T13:49:11.210000Z,5.634120381166063,5.634120381166063,3.381196073957149,2.7050483128743252
2025-05-27T13:49:41.338000Z,3.391171682305405,0,0.7911705372221078,0
2025-05-27T13:51:24.028000Z,0,0,0,0
2025-05-27T13:51:31.516000Z,0,0,0,0
2025-05-27T13:54:04.578000Z,0,0,0.11243724596265992,-0.3373193233713323
2025-05-27T13:56:00.733000Z,0,-2.2439133943574774,4.937495892214372,0
2025-05-27T13:56:09.884000Z,0,0,0,0
2025-05-27T13:59:09.262000Z,7.919000357277106,-9.057971633805728,3.621179412425235,-7.58609403508359
2025-05-27T13:59:09.318000Z,0,0,0,0
2025-05-27T13:59:09.321000Z,1.1334655721961795,-14.746755550891777,-0.4536021682977065,-13.845245108869975
2025-05-27T13:59:09.329999Z,9.118604575979461,-29.592555171769064,1.2558769010651005,-7.612294904051353
2025-05-27T13:59:09.339999Z,19.34670254107207,-3.419385834848576,10.24642456273206,-5.812530045341546
2025-05-27T13:59:09.349999Z,3.4158838931652724,-3.4144581705852772,0.11390494632390613,-1.4805917630722476
2025-05-27T13:59:09.359999Z,9.103326168511394,-3.4073379597066022,4.099434107764921,-6.035779508524186
2025-05-27T13:59:09.369999Z,9.095043828404314,1.1373329554498213,-2.7321160408577683,-9.33752250658948
2025-05-27T13:59:09.387000Z,2.2722108709460898,-1.1362990751395685,2.7318672482401496,-0.22768929520022851
2025-05-27T13:59:09.390000Z,4.544938153454581,-2.2732439288608575,9.897780633636444,-17.316218911260783
2025-05-27T13:59:09.401000Z,5.682141183620537,0,0,-0.5685727120763318
2025-05-27T13:59:09.410000Z,6.829299942987532,-7.95654809544466,3.753354666500286,-2.389151669137668
2025-05-27T13:59:09.423000Z,-5.689900580252427,-21.63886727840847,3.641623450953979,-2.048061175918825
2025-05-27T13:59:09.430999Z,6.83682797824936,0,2.9614307757119818,-1.8210789943351458
2025-05-27T13:59:09.440999Z,0,-9.126169923852068,0.3417420872819932,-6.038154795766637
2025-05-27T13:59:09.476000Z,0,-9.125128955309592,0,0
2025-05-27T13:59:09.740000Z,0,0,0,0
2025-05-27T13:59:12.032000Z,12.542045997312457,-6.847751922456347,2.8496686028267604,-13.004793071735854
2025-05-27T13:59:40.680000Z,0,0,0,0
2025-05-27T14:02:31.986000Z,0,0,0,0
2025-05-27T14:04:13.098000Z,0,-1.1157601127331773,0.3349541392294597,-0.22330899265732285
2025-05-27T14:05:53.184000Z,1.1163829205029785,-1.116507565499525,5.696139668684985,-0.33515995511823604
2025-05-27T14:07:24.183000Z,0,0,0,0
2025-05-27T14:07:36.288000Z,0,0,0,0
2025-05-27T14:09:26.051000Z,0,0,0,0
2025-05-27T14:10:48.391000Z,0,0,0,0
2025-05-27T14:11:20.032000Z,0,-5.596534872807091,0.4476826825872138,-3.2462989678672116
2025-05-27T14:12:16.755000Z,0,-2.224941604462849,0,0
2025-05-27T14:12:19.028000Z,0,-4.431641995861213,1.7731282461452835,0
2025-05-27T14:12:27.407000Z,0,0,0,-0.8907098963728544
2025-05-27T14:14:16.930000Z,0,0,0,-0.8911166811786941
2025-05-27T14:15:37.318000Z,0,-1.1098163265366168,0,-0.3331686000018763
2025-05-27T14:15:57.848000Z,0,0,1.4425611032864438,0
2025-05-27T14:16:08.203000Z,0,0,0,0
2025-05-27T14:16:08.220000Z,0,0,0,0
2025-05-27T14:20:57.384000Z,1.1109259579322739,0,1.3348610095809121,0
2025-05-27T14:24:05.634000Z,0,0,0,0
2025-05-27T14:25:04.549000Z,6.719677708333371,0,2.465151731363413,0
2025-05-27T14:26:00.344000Z,1.124163904284714,-1.1242902929353704,3.1496771841332816,-0.7875743277319103
2025-05-27T14:28:17.361000Z,2.2431584328241883,-1.1225228689326627,4.380178223750697,-0.33701490923299104
2025-05-27T14:28:19.246000Z,0,0,0.2244845274113061,0
2025-05-27T14:31:06.890000Z,0,0,0,0
2025-05-27T14:31:10.131000Z,0,0,0,0
2025-05-27T14:31:10.999000Z,0,0,0,0
2025-05-27T14:31:49.753000Z,0,0,0,0
2025-05-27T14:32:16.492000Z,3.401167767043134,0,0,0
2025-05-27T14:32:16.535000Z,4.440892098500626e-12,-1.1334655721961795,0,0
2025-05-27T14:32:22.400000Z,0,0,0,0
2025-05-27T14:32:22.551000Z,0,0,1.705640557445598,0
2025-05-27T14:32:22.630000Z,0,0,0,0
2025-05-27T14:32:24.443000Z,0,0,0,0
2025-05-27T14:32:25.091000Z,2.2709208681659376,0,0,0
2025-05-27T14:32:25.802000Z,0,0,0,0
2025-05-27T14:32:31.029000Z,5.69119587383593,0,6.492730079266096,-0.4557885142064677
2025-05-27T14:32:31.065000Z,0,0,0,0
2025-05-27T14:32:42.674000Z,0,0,0,0
2025-05-27T14:32:42.940000Z,0,0,0,0
2025-05-27T14:32:43.565000Z,0,0,0,0
2025-05-27T14:32:44.065000Z,0,0,0,0
2025-05-27T14:32:44.078999Z,1.1439684277192441,0,6.640866762639419,0
2025-05-27T14:32:44.079999Z,2.288329529438471,0,-5.495575055589619,-7.557194579557169
2025-05-27T14:33:03.776000Z,0,0,0,0
2025-05-27T14:34:06.788000Z,0,0,0,0
2025-05-27T14:34:17.170000Z,0,-1.1333371123400937,0,0
2025-05-27T14:35:08.302000Z,0,0,0,0
2025-05-27T14:35:08.338000Z,0,0,0,0
2025-05-27T14:39:15.548000Z,0,0,0.11286490635420421,0
2025-05-27T14:39:23.700000Z,7.876231068206785,-1.1256824461725046,4.27759335615896,-7.095833466812529
2025-05-27T14:39:59.592000Z,0,0,0,0
2025-05-27T14:40:09.460000Z,0,0,0,0
