time,sudden_bid_change_s,sudden_bid_change_f,sudden_ask_change_s,sudden_ask_change_f,quantity_rolled,bid_change3ms_f,ask_change3ms_f,bid_change3ms_s,ask_change3ms_s
2025-05-27T12:02:39.085999Z,FALSE,FALSE,TRUE,TRUE,70.30400000000168,0,7.151343488507322,0,11.524721801112747
2025-05-27T12:02:39.086999Z,FALSE,FALSE,TRUE,TRUE,560.9930000000022,0,10.14877263904701,0,11.524721801112747
2025-05-27T12:02:39.088000Z,FALSE,FALSE,TRUE,TRUE,611.2880000000032,6.459799509443975,15.449716561648508,6.919617390614974,11.524721801112747
2025-05-27T12:02:39.088999Z,FALSE,FALSE,FALSE,TRUE,644.3840000000021,0.9224879506541939,8.298373073141185,2.305475514536859,6.908463141779286
2025-05-27T12:02:39.089999Z,FALSE,FALSE,TRUE,TRUE,645.3840000000023,0,10.82936938359591,0,7.675714652415344
2025-05-27T12:02:39.091000Z,FALSE,FALSE,TRUE,FALSE,645.936000000002,1.6141491739452007,5.528425460994413,11.519411480023223,10.746972270729849
2025-05-27T12:02:39.092000Z,FALSE,FALSE,FALSE,TRUE,647.4660000000026,4.610419629846874,11.290453854355675,0.7674281678005102,2.301760857212898
2025-05-27T12:02:47.144999Z,FALSE,FALSE,FALSE,TRUE,85.63699999999994,0,8.032221111369253,0,0.06951352668593813
2025-05-27T12:02:48.042999Z,FALSE,FALSE,FALSE,TRUE,29.500000000000455,0,7.112620612121923,0,4.588208385150061
2025-05-27T12:02:50.099999Z,FALSE,FALSE,FALSE,TRUE,0,0,8.694458974467523,0,0.45737633750597695
2025-05-27T12:02:50.368999Z,FALSE,FALSE,FALSE,TRUE,0.75,0,9.122423548153513,0.09123780810860183,0.2736050331630935
2025-05-27T12:02:50.369999Z,FALSE,FALSE,FALSE,TRUE,1.794999999999618,0,9.122423548153513,0.09123780810860183,2.5530551966124193
2025-05-27T12:02:50.371000Z,FALSE,FALSE,FALSE,TRUE,1.794999999999618,0,7.297272968167512,0.0912143947839894,6.928800701979654
2025-05-27T12:02:50.592000Z,FALSE,TRUE,FALSE,FALSE,0,-7.306436838954156,0,0,0
2025-05-27T12:02:50.592999Z,FALSE,TRUE,FALSE,FALSE,0,-7.534676993254941,0,0,0
2025-05-27T12:02:50.594000Z,FALSE,TRUE,FALSE,FALSE,0,-7.534676993254941,0,0,0
2025-05-27T12:02:50.782000Z,FALSE,FALSE,FALSE,TRUE,0,0.9128460263285731,7.7549441653035345,0,1.5209729810772288
2025-05-27T12:02:50.782999Z,FALSE,FALSE,FALSE,TRUE,0,0.9128460263285731,7.7549441653035345,0,2.281282090423886
2025-05-27T12:02:50.783999Z,FALSE,FALSE,FALSE,TRUE,1.5480000000002292,0,7.7549441653035345,0,1.5208573357217148
2025-05-27T12:02:52.026000Z,FALSE,FALSE,FALSE,TRUE,0,2.7466868263026356,7.0919555035420245,0,0.3810360173517324
2025-05-27T12:02:52.026999Z,FALSE,FALSE,FALSE,TRUE,105,2.7466868263026356,7.0919555035420245,0,0.3810360173517324
2025-05-27T12:02:52.028000Z,FALSE,FALSE,FALSE,TRUE,105,2.7466868263026356,7.0919555035420245,0,0.3810360173517324
2025-05-27T12:02:52.032000Z,FALSE,FALSE,FALSE,TRUE,109.35199999999986,0,7.776405862811586,0,0
2025-05-27T12:02:52.436000Z,FALSE,TRUE,FALSE,FALSE,0,-8.706211744282655,0,-0.25451603748116725,0
2025-05-27T12:02:52.437000Z,FALSE,TRUE,FALSE,FALSE,0,-8.706211744282655,0,-0.5089778793676558,0
2025-05-27T12:02:52.437999Z,FALSE,TRUE,FALSE,FALSE,0,-8.706211744282655,0,-0.7634461965011496,0
2025-05-27T12:02:52.438999Z,FALSE,TRUE,FALSE,FALSE,0,-8.706211744282655,0,-0.7634461965011496,0
2025-05-27T12:02:52.979000Z,FALSE,TRUE,FALSE,FALSE,0,-11.250790464081284,-0.9176627137152948,-0.3622175531292626,-0.24134698898059526
2025-05-27T12:02:52.980000Z,FALSE,TRUE,FALSE,FALSE,0.9679999999998472,-11.250790464081284,-0.9176627137152948,-0.48295005744325437,-0.24134698898059526
2025-05-27T12:02:52.980999Z,FALSE,TRUE,FALSE,FALSE,29.839999999999236,-11.250790464081284,-0.6883023026427182,-2.535859675725227,-0.12070445241985084
2025-05-27T12:02:53.025000Z,FALSE,FALSE,FALSE,TRUE,0,-3.6738536841784963,20.407468417231733,-2.2948938712286093,3.4407693274562945
2025-05-27T12:02:53.026000Z,FALSE,FALSE,FALSE,TRUE,8.019999999999072,-3.2146957796941322,20.407468417231733,0.5737386445003878,5.160505128771753
2025-05-27T12:02:53.026999Z,FALSE,FALSE,FALSE,TRUE,74.78799999999546,-3.9034247306890535,19.718897545799585,-0.5737386445003878,3.440177555127377
2025-05-27T12:02:53.029000Z,FALSE,FALSE,FALSE,TRUE,153.6879999999951,0.4592000735526014,7.343492160374332,-1.7212539703859164,6.303442016917238
2025-05-27T12:02:53.029999Z,FALSE,FALSE,TRUE,TRUE,153.6879999999951,0.22959212959250408,15.823332392352896,2.2948938712286093,9.170106098812525
2025-05-27T12:02:53.030999Z,FALSE,FALSE,TRUE,TRUE,215.51799999999412,0.22959212959250408,16.5107357265315,2.2948938712286093,9.170106098812525
2025-05-27T12:02:53.032000Z,FALSE,FALSE,FALSE,TRUE,215.51799999999412,1.606444139361507,11.921685120550585,2.294367338273595,0
2025-05-27T12:02:53.477999Z,FALSE,FALSE,FALSE,TRUE,4,0,7.333730905765279,0.20841748218813905,0.41663957331739
2025-05-27T12:02:53.479000Z,FALSE,FALSE,FALSE,TRUE,2,0,7.333730905765279,0.20841748218813905,0.6250025194232123
2025-05-27T12:02:55.611000Z,FALSE,FALSE,FALSE,TRUE,164.37400000000116,1.6081417956259614,7.348382538396869,0,1.7203656380671006
2025-05-27T12:02:57.868000Z,FALSE,FALSE,FALSE,TRUE,0,0.4582636391514683,8.015665328580113,0,0.2746745837356457
2025-05-27T12:02:57.868999Z,FALSE,FALSE,FALSE,TRUE,0.17200000000002547,0,8.015665328580113,0,0.2746720690849358
2025-05-27T12:02:57.869999Z,FALSE,FALSE,FALSE,TRUE,0.17200000000002547,0,8.015665328580113,0,0.3662204728138718
2025-05-27T12:03:10.572999Z,FALSE,FALSE,FALSE,TRUE,134.42800000000352,0,8.69286782104517,0,0
2025-05-27T12:03:10.573999Z,FALSE,FALSE,FALSE,TRUE,135.34400000000278,0,9.15017792310735,0,0.04080412897344843
2025-05-27T12:03:13.029999Z,FALSE,FALSE,FALSE,TRUE,75.89499999999998,3.2056419572468187,7.324666139600922,-1.1442247573301145,-1.1421449186288513
2025-05-27T12:03:13.030999Z,FALSE,FALSE,FALSE,TRUE,75.89499999999998,3.2056419572468187,7.324666139600922,-1.1442247573301145,-1.1421449186288513
2025-05-27T12:04:48.315999Z,FALSE,FALSE,FALSE,TRUE,11.98700000000008,0,7.558839047412391,-3.052493467419204,-0.7619312828843761
2025-05-27T12:04:54.963000Z,FALSE,FALSE,TRUE,FALSE,566.1829999999782,0,0.8008191239872176,6.8704915103845465,18.302453061536106
2025-05-27T12:04:54.963999Z,FALSE,FALSE,TRUE,FALSE,877.4149999999854,0,6.6330442385753585,2.289115266949082,11.435107020787427
